strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
195	38	19	4	229	72	1	1	18	84	1	143	125	80	1	0	50	1	47	0	123	138	119	1	561	144	0	254	0	105	49	1	8
235	154	378	52	217	113	181	4	16	225	125	267	84	111	268	272	68	0	194	2	69	88	160	147	290	28	432	31	118	77	140	0	14
2	49	70	119	92	34	213	341	40	28	136	153	188	49	0	1	25	294	121	15	2	110	0	3	6	85	1	148	377	5	54	232	5
1	286	34	0	163	13	0	2	17	13	0	70	12	36	318	411	145	0	33	0	0	77	0	52	1	127	148	112	1	133	60	1	2
248	32	267	0	46	120	2	0	30	98	2	82	36	101	362	402	109	0	218	1	176	27	32	93	123	36	105	42	0	14	385	0	10
1	226	105	412	103	112	123	255	211	171	22	71	36	82	105	49	315	140	62	232	0	109	0	749	1	32	448	5	500	183	187	131	7
1	69	144	121	180	118	7	220	22	5	73	101	112	19	105	169	84	193	81	161	3	17	0	454	0	117	203	151	77	59	19	7	7
44	63	148	306	48	23	81	217	142	30	23	19	77	191	1	0	80	219	261	135	30	32	115	0	259	152	1	133	419	43	25	112	13
180	136	131	0	63	110	2	58	62	134	0	175	367	25	0	1	62	73	45	436	453	139	265	0	123	141	4	192	0	58	41	150	9
1	184	150	1	27	56	1	0	66	59	0	18	149	306	90	321	140	0	189	0	0	228	0	56	2	37	45	20	0	275	115	0	2
267	40	200	79	33	24	90	44	107	5	341	77	41	72	0	0	55	185	12	233	466	61	314	0	52	167	1	48	98	70	40	358	13
618	142	188	552	57	230	339	1	67	58	111	144	401	64	2	3	57	3	139	1	212	123	36	0	38	77	0	236	300	43	296	0	12
184	52	59	43	94	10	168	82	356	76	262	115	180	96	0	0	43	119	112	413	86	281	108	0	400	261	0	41	133	73	27	271	13
1	74	170	170	65	54	283	288	34	33	32	267	53	17	3	0	66	327	16	49	1	46	0	0	1	93	0	68	15	100	34	30	5
1	274	133	16	229	114	154	106	390	3	114	220	15	425	330	85	87	172	114	197	0	34	0	211	1	4	124	21	186	70	35	167	7
0	152	77	1	73	58	0	1	136	100	1	222	14	138	2	1	163	2	28	3	2	28	2	0	0	116	0	12	0	76	22	1	0
0	143	223	0	36	103	1	126	19	35	0	158	173	44	0	0	64	162	21	283	2	90	0	2	0	105	0	142	1	12	105	42	1
1	203	147	0	36	163	3	0	40	1	3	93	3	96	0	0	167	3	85	2	1	58	0	1	2	153	2	70	1	37	20	2	0
296	50	203	0	127	234	3	2	95	16	1	39	128	44	144	364	92	0	123	0	510	88	88	187	119	84	272	188	0	122	57	0	10
47	56	33	0	307	124	1	191	73	115	1	202	103	23	2	3	120	385	30	26	469	19	77	0	130	123	1	142	1	199	155	108	9
5	239	28	123	22	140	737	0	18	236	36	49	55	44	28	245	25	0	54	0	1	37	0	142	6	51	33	39	141	157	89	1	6
85	128	116	243	13	139	12	0	89	139	176	196	116	32	1	0	157	2	31	0	58	205	333	0	91	73	2	62	221	83	274	0	12
275	97	338	2	137	23	0	0	52	28	2	17	12	259	1	0	57	0	11	0	170	105	330	0	139	284	1	124	1	85	47	0	8
336	78	196	39	30	123	119	151	60	31	272	257	181	80	76	130	22	54	30	218	90	109	58	101	293	88	39	61	205	153	70	149	15
173	122	86	31	30	22	188	265	33	50	92	20	12	74	481	100	90	51	111	174	208	39	192	60	319	84	322	71	364	56	12	121	15
411	107	59	0	57	171	0	0	47	77	3	27	18	196	150	64	24	1	7	2	66	258	56	5	98	90	87	70	0	31	7	1	10
206	45	23	0	134	32	0	0	268	88	0	104	141	176	180	66	34	2	244	0	15	50	328	216	285	33	210	83	0	161	71	0	10
290	41	157	129	39	216	117	155	14	190	104	15	90	102	74	129	42	67	19	295	42	130	472	87	161	296	232	106	225	99	1	18	15
464	66	79	0	38	6	0	224	38	186	1	46	253	111	0	3	146	244	143	51	122	41	144	1	119	92	5	246	2	35	25	107	9
288	138	99	72	42	56	117	0	209	219	149	203	58	28	2	0	164	2	152	0	224	190	60	0	174	74	1	34	21	181	52	0	12
0	4	141	0	280	42	3	48	39	67	3	55	270	59	0	4	60	101	34	33	0	59	1	0	5	93	1	111	2	78	79	447	1
0	94	50	0	15	96	1	334	95	219	1	113	23	29	1	0	37	108	79	51	0	49	0	2	2	49	0	73	0	101	110	255	1
171	66	80	0	10	22	1	0	105	26	0	130	38	73	1	0	218	1	86	0	120	11	580	1	100	91	0	120	5	38	131	0	8
1	27	65	4	312	27	3	104	94	29	0	65	91	225	0	0	26	512	151	50	1	215	1	1	2	39	0	101	0	204	361	303	1
268	93	51	2	19	60	0	1	70	75	0	69	190	144	249	50	99	0	366	0	95	79	72	32	326	154	18	64	0	98	58	0	10
62	70	15	219	20	60	296	0	119	83	47	71	37	164	204	82	30	0	124	2	240	106	44	235	227	58	117	102	238	229	29	3	14
299	39	93	0	282	25	1	167	105	110	0	118	77	22	0	0	79	37	61	62	175	52	234	0	73	179	1	87	1	31	17	289	9
2	37	310	1	133	48	0	0	64	65	1	332	13	44	166	76	89	3	70	0	2	73	2	69	1	58	431	57	1	111	12	0	2
241	116	211	0	335	111	2	3	82	155	1	148	36	188	0	0	127	2	123	2	12	70	21	0	72	32	2	37	5	37	86	0	8
0	64	22	0	104	75	0	91	81	165	1	210	236	33	436	39	116	156	77	116	0	127	3	17	0	87	316	108	2	56	34	129	3
150	43	137	194	396	74	167	1	54	36	41	55	201	133	4	1	338	0	35	1	93	41	391	1	132	31	1	44	27	283	134	3	12
440	62	153	0	46	259	1	104	218	67	1	195	88	65	0	0	28	134	236	205	353	167	48	0	60	27	1	73	1	180	127	322	9
264	44	20	52	115	48	9	149	126	96	76	80	199	37	219	146	112	77	285	223	55	112	157	244	183	116	299	197	278	49	44	563	15
1	53	144	0	18	17	4	0	164	107	0	129	176	104	140	366	51	1	78	1	1	228	1	245	0	111	138	46	3	75	149	0	2
323	80	116	1	281	32	0	0	98	248	0	22	382	148	524	288	178	1	188	0	12	102	121	293	92	110	295	82	0	139	114	0	10
1	14	182	16	137	30	255	210	113	58	369	40	72	112	192	86	81	254	56	195	1	7	2	411	3	108	87	20	231	149	126	105	7
31	231	158	0	75	31	1	0	25	38	3	97	157	122	0	1	81	1	190	0	19	234	180	0	209	101	1	212	4	90	71	1	8
0	102	28	778	69	72	178	295	34	46	299	72	77	47	0	2	113	309	66	59	1	94	3	3	5	16	3	4	164	138	143	332	5
1	85	10	6	26	17	6	1	145	113	1	99	255	16	465	627	177	1	24	0	5	63	3	42	0	27	117	50	0	144	116	1	2
1	129	163	0	28	77	0	0	102	231	0	247	35	21	184	321	40	0	143	2	1	41	1	92	2	70	163	267	0	38	193	2	2
1	190	138	2	133	21	0	0	18	16	1	41	148	86	1	3	69	1	37	3	2	68	0	0	0	184	3	29	1	164	38	1	0
0	83	197	1	71	75	1	1	52	271	1	114	30	68	148	693	26	1	253	0	0	285	1	143	1	77	100	150	2	16	82	2	2
425	79	334	117	120	198	80	34	51	84	447	55	116	49	223	316	10	195	233	93	61	178	301	128	132	53	385	58	525	260	105	281	15
272	27	78	363	58	37	181	53	246	255	48	80	70	149	466	457	273	242	30	319	350	104	132	135	297	120	175	16	89	107	209	65	15
1	221	38	2	159	27	1	0	42	205	1	8	52	0	469	60	159	0	121	1	1	38	2	273	1	226	71	74	0	55	86	3	2
72	132	45	1	135	223	0	0	81	65	0	27	286	31	190	186	170	0	79	3	241	106	140	9	151	168	432	112	0	62	10	0	10
135	168	37	0	136	281	0	0	70	41	2	114	102	150	0	3	140	3	101	1	133	52	22	0	60	19	0	172	2	6	66	0	8
0	75	218	25	82	52	49	214	88	242	673	116	202	53	11	167	35	240	167	3	1	36	0	231	0	25	529	112	163	44	446	651	7
15	55	20	12	125	36	85	0	118	86	302	61	73	315	1	0	71	2	244	1	106	42	590	1	40	20	0	7	134	228	46	1	12
3	10	12	77	86	219	86	379	42	63	470	234	162	193	0	0	121	72	61	466	2	146	0	1	0	193	0	26	76	70	108	42	5
201	20	203	3	32	112	1	455	4	31	2	116	172	353	163	320	268	127	283	111	292	226	436	371	409	65	58	125	0	168	126	286	11
59	48	126	0	145	20	1	337	65	135	1	177	54	46	116	199	87	26	18	205	141	294	225	408	54	94	268	187	0	23	107	323	11
1	4	280	305	45	45	133	233	13	8	339	62	54	152	1079	214	100	324	135	64	2	112	0	415	0	98	89	108	222	162	81	205	7
1	176	128	375	144	216	160	93	60	177	230	311	96	93	107	46	130	544	265	273	4	120	1	181	1	33	609	44	85	88	60	201	7
191	5	65	0	71	79	0	0	66	177	2	38	107	257	0	0	47	0	172	0	185	49	151	0	180	9	0	85	0	30	216	1	8
37	91	136	1	79	151	0	1	54	138	2	65	63	54	248	26	175	0	147	1	273	45	502	426	132	85	157	98	3	109	103	0	10
151	74	70	90	8	137	290	198	116	30	792	33	73	47	108	168	112	141	155	596	290	84	463	161	49	201	269	122	267	121	38	112	15
2	194	192	0	93	146	3	61	80	74	3	109	87	84	0	0	44	244	415	265	0	93	0	0	2	90	0	179	0	18	177	154	1
57	13	50	0	82	24	1	0	78	87	0	67	68	100	1	7	101	0	58	1	184	204	317	0	401	42	0	25	2	142	61	0	8
0	175	43	216	3	50	549	1	244	29	257	202	13	99	204	139	166	2	154	2	0	77	1	372	0	16	54	173	147	138	138	0	6
0	143	185	141	29	17	149	3	64	70	80	147	58	26	0	1	36	0	89	1	1	62	0	1	2	33	0	10	372	95	35	0	4
1	61	132	0	71	200	3	83	145	122	0	19	98	82	125	85	72	10	123	189	0	169	1	728	3	79	45	51	0	34	34	221	3
215	74	16	165	60	148	287	575	183	56	58	231	25	47	0	2	111	15	90	199	526	20	444	1	554	59	1	315	69	187	115	229	13
68	295	87	1	116	65	0	199	54	142	1	60	54	190	1	2	10	112	78	32	79	53	76	2	62	110	3	135	1	118	98	100	9
107	125	164	224	55	202	56	0	69	14	435	122	14	52	110	698	266	0	86	0	166	55	132	68	51	126	49	95	50	175	115	3	14
0	139	81	0	111	34	2	0	395	70	0	273	202	92	0	3	131	0	61	1	0	162	3	2	1	102	0	73	3	66	12	2	0
3	41	265	4	55	79	3	2	197	77	2	17	105	87	59	195	275	1	29	0	3	80	0	102	1	19	520	8	1	83	245	2	2
0	24	13	247	38	191	85	0	135	214	41	59	26	79	163	223	195	1	161	3	0	152	1	431	2	61	69	405	121	142	56	0	6
170	46	30	141	54	3	74	0	178	133	17	92	112	61	186	335	131	1	45	0	206	64	45	70	130	30	217	216	259	52	109	0	14
246	184	41	0	90	107	1	0	110	205	0	110	22	37	0	1	138	1	190	0	215	96	317	2	106	11	1	54	0	129	39	1	8
0	60	25	0	7	75	2	0	172	112	1	164	224	12	0	1	71	2	82	1	1	40	0	1	1	193	0	73	0	62	79	1	0
0	40	38	44	97	78	94	98	50	101	412	60	113	68	0	0	58	79	206	134	0	57	0	0	0	71	0	185	163	70	82	296	5
126	268	144	1	20	208	0	0	73	27	0	106	99	147	0	1	157	0	87	1	294	73	154	3	74	47	1	15	2	0	63	0	8
0	363	48	157	103	188	360	492	87	29	550	98	160	125	586	120	232	86	375	335	0	82	0	307	0	72	54	187	96	26	352	115	7
1	134	193	2	114	40	2	307	46	64	1	180	275	92	37	168	34	49	73	680	0	99	0	23	3	82	307	215	1	186	57	59	3
86	8	62	588	18	138	117	64	89	85	54	57	57	114	1	2	50	62	35	284	166	22	99	1	175	266	0	45	187	25	5	163	13
250	60	106	1	80	12	0	236	26	33	1	36	174	99	0	0	162	133	125	337	549	230	63	0	38	55	2	47	0	13	295	10	9
12	14	38	2	69	87	1	2	110	132	0	96	34	160	298	412	241	1	1	1	92	94	231	54	393	127	312	94	0	28	92	2	10
411	13	42	296	87	44	213	2	61	37	737	11	35	257	5	131	17	1	138	1	259	85	125	440	146	28	417	229	142	138	35	4	14
48	16	18	270	1	107	50	30	62	109	175	98	68	14	49	132	116	424	296	106	126	277	169	422	144	10	265	61	95	107	192	41	15
2	7	45	161	134	107	225	0	330	26	334	15	65	52	52	113	114	2	138	1	3	148	2	170	2	115	120	47	138	141	8	0	6
175	169	90	0	124	23	0	3	298	146	1	77	111	259	64	22	90	1	173	0	148	168	345	364	15	77	322	18	0	31	126	2	10
2	9	55	1	292	91	0	2	60	26	0	303	44	112	458	131	351	0	46	0	0	66	0	230	6	21	130	42	0	49	196	0	2
164	87	119	42	85	117	174	116	114	37	188	208	148	40	0	1	97	524	25	114	414	35	141	1	495	120	0	99	138	69	85	28	13
0	92	79	1	242	68	1	275	44	91	2	72	52	8	3	0	13	37	56	276	0	87	1	1	1	34	2	20	0	79	103	89	1
64	20	176	166	53	64	161	158	60	162	155	52	162	195	400	119	132	62	47	490	187	15	129	34	60	62	195	19	751	27	88	118	15
181	72	53	344	63	138	217	0	12	15	192	31	134	82	236	167	8	0	147	5	430	32	100	30	10	14	47	71	16	70	28	0	14
0	40	70	1	43	206	0	36	209	144	2	278	147	93	5	0	153	245	36	86	3	202	5	1	0	224	0	66	0	156	171	84	1
364	80	7	0	59	37	3	0	50	95	2	59	134	58	304	146	212	1	3	1	36	267	303	248	60	65	199	54	0	256	257	0	10
303	37	100	0	17	124	3	76	116	6	0	213	47	131	3	0	39	170	21	239	95	32	72	0	107	39	1	38	1	32	178	110	9
0	158	160	0	64	128	0	563	8	44	1	246	80	95	485	90	52	258	142	182	1	37	3	104	1	119	125	20	0	45	156	107	3
9	104	8	1	28	30	0	158	103	69	4	90	212	183	166	58	221	191	95	130	0	88	1	600	1	92	644	112	4	98	68	380	3
0	29	48	0	227	70	0	0	191	169	0	15	14	48	0	2	42	0	69	0	2	53	0	0	1	67	4	97	0	154	6	0	0
2	134	272	122	200	130	259	116	9	113	82	134	171	264	209	250	98	78	86	39	2	0	2	75	3	102	247	41	52	449	29	146	7
1	78	77	0	28	19	0	1	34	113	1	139	36	218	2	2	49	0	60	1	0	191	1	0	3	50	0	20	0	52	104	2	0
524	148	17	281	141	127	437	4	31	16	131	15	68	229	0	1	104	2	76	2	125	231	319	2	86	219	1	50	396	192	134	0	12
145	89	45	0	129	184	3	1	19	227	0	26	198	10	1	4	40	0	46	6	501	101	193	0	490	181	2	177	2	96	46	3	8
231	6	92	1	116	131	0	1	171	84	0	188	112	209	1	0	101	2	19	4	146	14	28	0	23	119	1	51	0	206	205	0	8
1	25	23	6	85	200	0	177	93	219	0	55	57	102	176	183	36	190	102	52	0	74	1	116	0	29	441	97	0	36	20	83	3
9	237	284	82	57	44	100	113	56	346	344	186	38	64	0	0	121	85	44	155	64	119	17	0	286	146	2	148	100	148	63	46	13
1	131	169	117	36	73	144	25	124	20	228	33	171	254	110	374	86	748	38	302	0	599	0	760	0	187	251	141	27	169	35	348	7
0	92	22	525	3	104	142	233	58	62	72	206	94	166	324	156	128	170	128	110	0	253	0	163	0	51	15	188	62	14	205	125	7
160	88	72	3	174	89	0	3	40	77	0	39	111	85	0	0	254	4	110	2	88	175	92	2	187	194	1	26	0	66	22	1	8
438	138	112	0	49	72	3	2	80	178	0	66	56	133	0	3	18	0	230	2	62	83	133	1	5	92	5	66	1	89	37	0	8
128	77	49	3	130	9	1	0	218	363	0	56	12	78	71	172	105	2	167	1	42	163	356	147	266	123	155	101	0	113	73	7	10
186	89	305	1	43	12	0	0	13	28	1	43	169	40	559	324	304	2	41	0	398	158	249	344	145	42	80	199	0	155	8	1	10
1	42	90	1	120	81	1	20	112	173	0	10	62	30	207	524	174	48	18	56	0	11	0	70	0	18	255	41	3	146	49	14	3
305	18	71	0	131	53	0	497	147	130	0	331	6	23	3	2	116	47	254	149	34	5	156	0	121	139	0	8	1	27	148	104	9
0	196	192	427	281	185	230	280	86	164	45	279	200	70	0	1	23	131	297	164	0	24	3	0	1	35	2	87	275	98	44	99	5
0	73	35	47	30	73	147	153	84	190	242	67	31	186	86	115	173	335	48	189	2	34	2	21	1	36	260	79	190	50	23	186	7
75	326	109	2	5	87	2	2	26	10	1	25	122	145	364	66	45	0	35	1	85	38	162	142	47	231	175	34	0	65	21	1	10
274	147	34	492	148	437	354	100	175	22	37	27	129	59	544	116	72	582	56	163	469	83	196	48	80	108	201	69	349	39	193	241	15
257	41	78	23	122	104	323	0	39	45	228	57	86	8	32	230	9	0	112	1	52	51	322	325	85	123	181	123	158	53	252	0	14
0	90	97	0	48	28	3	1	238	29	0	72	117	19	118	47	58	0	185	1	0	13	1	28	2	107	94	53	0	36	69	3	2
2	74	125	1	30	90	2	286	189	347	2	112	40	238	0	1	89	253	40	81	1	147	3	0	0	27	1	175	1	217	66	283	1
94	81	26	0	101	104	0	80	54	121	0	66	113	107	94	71	91	384	40	15	399	37	195	12	268	75	399	123	1	28	47	75	11
266	8	52	0	40	4	1	242	106	162	1	233	54	31	2	1	100	75	17	170	101	69	199	0	93	30	0	155	0	55	94	209	9
1	81	210	309	149	58	489	176	26	59	601	245	45	244	2	1	73	186	61	57	1	122	0	0	1	98	0	165	61	17	117	405	5
52	25	24	128	27	172	42	3	84	124	171	75	57	51	383	95	40	0	24	0	25	56	79	335	42	96	165	53	62	12	65	1	14
2	70	118	2	207	15	0	439	99	66	2	16	41	151	0	0	113	142	53	182	2	36	4	0	1	18	2	3	0	377	129	282	1
2	136	12	300	107	105	167	269	15	22	131	13	64	12	105	94	23	646	225	20	2	57	1	228	3	322	52	22	118	35	95	59	7
186	2	168	179	34	190	110	188	112	54	196	73	135	109	1	0	133	262	52	169	313	42	46	0	114	22	0	79	66	59	66	66	13
1	170	46	347	91	63	361	0	95	83	149	27	173	293	315	345	9	1	14	0	1	85	0	101	1	114	87	432	144	30	9	1	6
190	59	165	4	201	151	0	233	201	94	0	94	7	79	661	366	257	4	321	118	712	153	381	132	289	44	133	198	0	44	2	57	11
1	26	25	178	124	196	11	0	44	56	53	302	81	126	1	0	77	1	35	0	1	65	0	0	1	171	0	13	326	53	266	1	4
0	68	30	0	73	86	1	315	320	84	0	194	64	96	114	618	97	129	16	231	0	147	0	107	2	45	427	25	1	152	25	233	3
309	120	47	50	53	224	269	384	386	65	182	19	16	161	126	40	54	342	293	583	84	114	202	148	119	61	161	226	72	55	52	321	15
1	27	43	3	60	39	1	0	66	119	2	97	102	36	125	66	35	0	89	1	1	42	2	151	0	120	208	145	0	221	18	2	2
264	146	42	42	295	133	82	1	197	150	209	47	66	253	248	273	103	1	210	0	384	121	100	180	100	129	264	97	910	70	37	5	14
0	149	75	100	8	141	120	1	80	122	241	213	66	219	142	242	58	2	130	3	0	109	0	598	4	35	256	124	32	230	112	0	6
73	50	41	314	84	35	281	100	81	152	240	133	16	14	131	101	1	567	163	103	130	208	55	208	90	60	386	80	93	42	110	122	15
262	22	90	151	248	99	84	93	85	59	188	159	304	168	237	353	36	132	163	41	183	147	118	73	35	116	272	93	174	76	37	347	15
0	156	29	711	120	219	30	78	66	75	158	2	25	103	0	3	136	450	348	167	1	31	3	0	0	120	0	92	126	257	125	508	5
215	172	15	0	36	0	3	216	131	29	0	119	34	12	0	1	104	202	239	151	66	170	176	0	167	26	2	28	1	101	33	76	9
1	148	32	0	75	68	1	118	128	78	0	81	90	99	0	1	51	117	120	42	0	250	1	1	1	96	1	172	0	119	102	431	1
0	62	120	1	57	217	1	0	303	42	0	56	117	18	230	20	100	2	23	2	2	23	0	604	1	85	157	29	0	148	31	2	2
84	109	113	0	134	210	0	0	83	17	1	79	111	207	1	1	58	0	132	1	44	258	178	0	293	54	1	344	1	381	93	1	8
1	152	84	0	202	79	2	67	69	213	4	32	199	76	1	0	33	45	66	365	0	86	0	0	1	86	0	25	1	152	69	190	1
356	124	52	0	50	208	1	570	174	61	1	58	33	119	170	85	74	104	50	87	245	81	213	181	188	117	357	94	1	50	95	154	11
64	28	31	1	110	108	1	7	76	25	0	101	233	82	2	1	134	376	75	346	283	140	336	0	317	94	0	48	4	146	37	322	9
56	107	32	0	57	113	3	0	37	52	0	89	55	224	0	0	181	6	237	0	446	53	25	1	262	77	2	101	2	108	87	0	8
0	9	67	4	59	215	1	187	29	6	0	22	61	27	338	299	156	114	13	191	0	195	0	301	0	37	87	197	0	17	161	67	3
1	178	194	0	120	47	0	243	48	51	1	111	115	100	454	102	73	151	30	68	0	58	2	81	2	73	186	199	0	52	51	88	3
110	227	26	1	40	167	2	1	9	127	1	62	74	242	50	299	181	1	20	3	71	63	150	272	14	61	231	48	0	113	150	1	10
2	7	130	0	60	65	1	99	126	17	0	134	23	59	156	43	123	457	108	83	0	187	0	227	0	29	87	38	2	63	18	1	3
95	63	14	1	47	59	2	0	156	15	0	47	84	175	3	2	88	1	79	1	166	29	84	1	593	85	0	77	1	129	282	2	8
221	131	18	1	65	16	0	1	22	332	1	15	27	135	3	0	80	1	69	0	160	205	416	1	55	93	3	110	3	76	79	0	8
3	41	30	251	91	72	177	234	139	296	96	182	53	84	11	260	169	102	145	203	19	124	105	272	219	161	140	332	394	18	84	131	15
124	95	47	377	131	73	63	66	106	110	256	102	13	104	0	1	109	124	4	49	726	65	170	0	543	156	0	171	128	82	75	127	13
4	71	111	1	73	47	2	93	31	137	1	128	58	238	177	384	161	253	115	43	0	168	1	92	1	5	873	119	1	135	62	296	3
1	181	48	1	49	208	1	2	189	54	2	37	76	66	0	1	43	5	89	1	1	60	1	2	5	191	0	40	2	178	105	0	0
57	62	71	0	103	41	1	38	284	132	0	210	200	210	0	2	113	187	56	32	182	136	79	1	29	261	0	47	4	33	148	175	9
507	86	74	1	212	35	0	1	337	184	0	126	38	234	1	1	39	0	17	0	137	106	42	0	223	60	0	76	2	302	165	1	8
364	91	90	64	85	114	20	199	181	55	38	145	192	134	1	0	26	181	76	17	730	164	39	2	52	212	0	127	303	71	148	261	13
0	87	28	3	148	25	1	0	41	70	0	99	22	115	196	396	220	2	247	1	0	55	0	413	3	82	115	131	0	61	110	1	2
369	55	8	145	34	28	68	2	18	22	230	202	14	63	2	1	45	1	15	0	74	359	577	1	240	11	0	184	148	189	106	1	12
1	195	180	0	110	25	0	0	138	84	0	55	314	65	77	50	214	0	129	1	1	58	0	74	0	62	266	291	1	156	161	0	2
101	44	57	172	136	293	411	4	36	37	504	158	123	68	0	1	86	4	237	2	155	87	112	2	260	46	0	150	337	109	97	2	12
0	31	122	201	100	180	106	105	64	34	234	62	56	278	169	260	269	380	30	190	1	402	0	173	1	12	190	54	181	225	72	348	7
0	254	229	2	26	113	0	306	21	196	0	155	22	69	135	302	320	233	14	268	0	3	0	98	0	314	89	8	0	149	62	248	3
0	27	15	4	36	102	0	0	96	51	0	169	93	65	2	0	24	1	87	3	0	314	4	3	0	148	0	6	1	155	181	1	0
3	65	167	132	162	107	310	222	27	26	61	32	156	213	0	0	148	398	160	93	0	116	0	1	2	82	2	165	239	17	0	103	5
1	30	26	1	36	194	0	87	39	23	3	46	51	38	36	336	167	172	48	420	3	173	1	404	2	168	258	284	1	8	126	74	3
3	136	51	2	179	9	0	0	193	69	3	222	4	64	120	253	86	0	197	1	2	7	1	40	0	68	170	73	1	25	19	1	2
0	242	140	3	441	192	0	1	153	156	0	30	272	78	219	10	179	0	23	0	1	97	1	554	0	65	214	35	0	20	14	1	2
0	75	14	0	139	48	0	30	34	78	0	258	50	88	62	48	22	205	58	244	2	55	0	116	1	83	217	149	0	95	134	103	3
0	74	156	0	61	90	3	60	98	57	0	110	110	123	1	0	162	13	144	40	2	172	4	2	0	62	2	66	1	130	65	161	1
2	221	87	0	245	80	1	1	97	25	3	131	80	31	488	99	59	0	101	0	3	110	0	137	2	4	353	17	0	98	169	1	2
314	131	3	153	41	78	446	353	112	64	806	254	41	13	525	244	118	222	20	174	72	109	477	42	52	23	243	228	281	21	67	179	15
3	27	29	143	285	232	113	139	354	51	459	150	62	159	0	2	48	308	150	92	2	19	3	2	2	20	0	30	85	18	10	578	5
0	132	90	0	0	97	0	1	264	16	0	136	200	95	2	3	159	3	137	1	0	54	1	2	1	59	0	58	0	25	187	2	0
310	49	132	429	74	27	137	121	99	85	6	29	77	199	0	0	441	522	132	563	177	167	204	0	205	67	0	143	63	140	52	218	13
1	273	177	1	58	72	1	302	145	10	1	44	128	45	1	0	43	435	83	389	1	121	2	2	3	34	1	138	1	109	16	141	1
428	172	179	184	44	239	39	103	191	61	204	80	99	77	0	1	95	590	24	30	31	35	313	0	174	212	0	10	302	64	153	305	13
87	22	92	1	49	237	0	1	93	85	1	50	97	38	0	1	33	2	2	2	284	143	157	0	548	373	0	219	0	45	130	0	8
0	194	94	1	131	13	2	459	327	98	0	61	122	59	82	181	67	192	64	229	1	58	0	113	0	36	347	20	0	39	92	41	3
3	279	176	329	11	139	162	132	141	82	309	23	49	62	1	0	62	466	203	263	1	84	1	0	2	114	0	18	66	116	86	203	5
133	13	127	0	31	125	1	3	247	104	0	47	103	79	109	158	41	2	40	0	214	168	91	44	43	267	92	26	3	81	114	0	10
59	82	33	121	220	2	612	0	182	93	188	111	227	145	16	118	41	2	167	1	66	95	83	69	170	38	137	64	375	43	100	1	14
2	69	15	293	32	148	232	114	33	82	375	95	40	65	2	0	62	388	64	127	4	50	1	1	0	3	0	116	117	215	256	286	5
0	148	107	103	203	80	50	90	90	270	24	155	93	187	82	254	35	61	67	302	1	8	3	155	0	136	18	145	345	71	173	261	7
0	115	92	3	63	153	0	28	45	180	1	395	49	132	3	1	41	186	21	102	1	186	0	3	1	107	2	62	2	4	405	48	1
1	174	58	293	69	104	217	396	43	186	553	54	71	153	49	128	14	245	25	307	2	147	2	215	4	123	121	15	245	218	114	73	7
3	79	19	33	38	186	86	140	49	127	72	37	298	153	133	706	120	447	177	153	0	70	1	89	1	42	189	24	271	102	12	249	7
169	28	265	168	92	80	331	384	54	29	137	246	125	51	36	85	69	64	65	142	154	35	130	147	220	40	239	130	274	128	166	158	15
101	5	33	1	70	261	0	125	185	110	4	57	46	2	0	1	28	182	86	150	405	21	205	1	108	104	0	97	4	114	4	47	9
36	22	71	102	76	201	59	0	37	56	62	55	336	445	25	198	150	1	12	0	266	58	126	114	170	36	33	29	233	15	34	0	14
183	54	13	375	48	145	492	2	210	141	78	79	33	5	1	0	58	1	99	0	112	87	17	0	53	144	0	136	24	180	59	0	12
306	78	182	0	72	202	7	391	218	260	1	125	8	66	0	0	36	8	304	274	99	162	371	3	192	31	2	35	1	297	56	250	9
74	36	153	1	187	214	2	0	11	31	2	133	144	141	22	120	59	0	22	1	116	119	294	16	109	117	186	52	2	77	115	1	10
83	116	47	1	31	253	1	4	128	103	0	81	114	43	171	31	337	1	140	3	192	104	180	122	469	45	34	63	1	42	112	0	10
205	240	96	114	124	44	122	596	22	88	197	118	116	90	3	0	166	143	88	188	205	194	193	2	195	103	0	114	92	113	48	139	13
1	48	33	71	109	15	234	56	6	176	75	164	36	195	267	146	45	577	53	249	0	75	0	58	0	104	54	52	237	154	94	37	7
48	41	68	45	41	68	283	249	50	115	114	80	27	35	0	0	214	197	157	327	112	93	40	0	243	105	0	162	171	110	108	77	13
97	98	155	311	98	94	152	1	25	49	249	55	56	35	0	2	172	0	103	0	151	38	138	0	222	239	0	47	200	197	43	0	12
348	215	42	311	104	156	73	303	277	53	131	78	130	38	123	449	209	292	121	286	11	50	155	8	139	37	66	40	147	46	197	109	15
181	101	166	32	55	234	482	256	302	55	273	70	76	132	1	0	82	143	60	238	202	43	403	0	351	94	2	55	385	13	33	271	13
2	169	51	1	141	192	1	151	17	191	1	41	98	10	2	2	2	84	31	780	0	76	0	0	0	25	0	174	0	45	45	121	1
133	80	79	0	67	43	1	0	41	52	0	195	60	22	0	0	72	0	165	0	286	19	112	3	150	220	0	316	1	73	133	0	8
